         1005618 function calls (987576 primitive calls) in 137.339 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.002    0.000 _make.py:299(_transform_attrs)
       67    0.000    0.000    0.000    0.000 pyparsing.py:3748(__init__)
       14    0.000    0.000    0.003    0.000 enum.py:364(_create_)
      857    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:825(get_filename)
        1    0.000    0.000    0.022    0.022 math_grad.py:15(<module>)
      163    0.000    0.000    0.000    0.000 symbol_database.py:68(RegisterMessage)
      374    0.000    0.000    0.000    0.000 __init__.py:1902(__init__)
        1    0.000    0.000    0.000    0.000 cost_graph_pb2.py:4(<module>)
      113    0.000    0.000    0.000    0.000 sre_compile.py:441(_get_charset_prefix)
        1    0.000    0.000    0.033    0.033 pywrap_tensorflow_internal.py:11(<module>)
      359    0.000    0.000    0.000    0.000 pyparsing.py:363(__new__)
        1    0.000    0.000    0.001    0.001 function_pb2.py:4(<module>)
        3    0.000    0.000    0.000    0.000 expr.py:216(disallowed)
       67    0.000    0.000    0.001    0.000 pyparsing.py:3419(__init__)
   121/59    0.000    0.000    0.002    0.000 pyparsing.py:3392(copy)
        1    0.000    0.000    0.014    0.014 rcsetup.py:15(<module>)
        1    0.000    0.000    0.001    0.001 frame.py:213(DataFrame)
       18    0.000    0.000    0.002    0.000 _make.py:459(__init__)
      856    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(<genexpr>)
    19/17    0.000    0.000    0.001    0.000 posixpath.py:391(_joinrealpath)
      370    0.000    0.000    0.000    0.000 ops.py:60(names)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2160(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
     1048    0.000    0.000    0.000    0.000 version.py:352(<lambda>)
       23    0.000    0.000    0.000    0.000 __init__.py:1586(_get)
       56    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
        3    0.000    0.000    0.004    0.001 numeric.py:1(<module>)
     33/5    0.000    0.000    0.000    0.000 pyparsing.py:3348(streamline)
   131/65    0.000    0.000    0.003    0.000 pyparsing.py:3363(copy)
        1    0.000    0.000    0.002    0.002 expr.py:2(<module>)
      161    0.000    0.000    0.000    0.000 __init__.py:23(find_module)
       45    0.000    0.000    0.000    0.000 all_util.py:49(<listcomp>)
       54    0.000    0.000    0.000    0.000 base.py:194(_create_delegator_property)
      182    0.000    0.000    0.000    0.000 __init__.py:668(__iter__)
      924    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
       17    0.000    0.000    0.000    0.000 _make.py:1350(_attrs_to_init_script)
        1    0.000    0.000    0.000    0.000 cpp_shape_inference_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:702(StataMissingValue)
       46    0.000    0.000    0.003    0.000 pyparsing.py:1250(setParseAction)
        1    0.000    0.000    0.000    0.000 dtypes.py:16(<module>)
        1    0.000    0.000    0.000    0.000 tfprof_log_pb2.py:4(<module>)
      737    0.000    0.000    0.000    0.000 version.py:332(_parse_local_version)
      528    0.000    0.000    0.000    0.000 sre_parse.py:167(__setitem__)
    61/58    0.000    0.000    0.070    0.001 <frozen importlib._bootstrap_external>:919(create_module)
      662    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      407    0.000    0.000    0.000    0.000 pyparsing.py:3581(<genexpr>)
   131/65    0.000    0.000    0.002    0.000 pyparsing.py:3365(<listcomp>)
      212    0.000    0.000    0.000    0.000 functools.py:74(wraps)
      126    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
      305    0.000    0.000    0.000    0.000 six.py:184(find_module)
       39    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
      172    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 getopt.py:15(<module>)
       41    0.000    0.000    0.000    0.000 groupby.py:2745(_whitelist_method_generator)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3997(__init__)
      105    0.000    0.000    0.000    0.000 inspect.py:526(_findclass)
      138    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
      114    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
     1326    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.001    0.001 numerictypes.py:81(<module>)
       48    0.000    0.000    0.003    0.000 pyparsing.py:1047(extract_stack)
      204    0.000    0.000    0.000    0.000 pyparsing.py:2368(__init__)
      777    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       40    0.000    0.000    0.001    0.000 ops.py:1033(_flex_method_SERIES)
     10/1    0.000    0.000    0.000    0.000 apipkg.py:92(__init__)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1460(__init__)
      953    0.000    0.000    0.000    0.000 {built-in method _CheckCalledFromGeneratedFile}
       17    0.000    0.000    0.000    0.000 enum.py:160(<setcomp>)
      193    0.000    0.000    0.001    0.000 __init__.py:1574(_has)
       48    0.000    0.000    0.000    0.000 enum.py:417(_get_mixins_)
        4    0.000    0.000    0.000    0.000 base.py:3847(_add_numeric_methods_binary)
       13    0.000    0.000    0.000    0.000 ops.py:149(add_methods)
       43    0.000    0.000    0.000    0.000 _make.py:1723(<dictcomp>)
      239    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
      374    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       43    0.000    0.000    0.000    0.000 _make.py:1714(from_counting_attr)
      137    0.000    0.000    0.001    0.000 inspect.py:595(getdoc)
       38    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
        1    0.000    0.000    0.009    0.009 frequencies.py:1(<module>)
       53    0.000    0.000    0.000    0.000 core.py:890(__init__)
    58/10    0.000    0.000    0.002    0.000 pyparsing.py:3317(leaveWhitespace)
      210    0.000    0.000    0.000    0.000 pyparsing.py:1351(preParse)
        1    0.000    0.000    0.001    0.001 series.py:105(Series)
    61/11    0.000    0.000    0.002    0.000 pyparsing.py:3288(leaveWhitespace)
      370    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      140    0.000    0.000    0.000    0.000 _make.py:679(_add_method_dunders)
        1    0.000    0.000    0.022    0.022 __init__.py:101(<module>)
        1    0.000    0.000    0.071    0.071 frame.py:10(<module>)
        1    0.000    0.000    0.003    0.003 parsers.py:3(<module>)
        1    0.000    0.000    0.001    0.001 tokenize.py:21(<module>)
      410    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      768    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       72    0.000    0.000    0.001    0.000 rcsetup.py:375(validate_color)
      614    0.000    0.000    0.000    0.000 compat.py:139(frombytes)
        3    0.000    0.000    0.011    0.004 common.py:1(<module>)
      149    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
      858    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:669(create_module)
        1    0.000    0.000    0.016    0.016 math_ops.py:141(<module>)
        1    0.000    0.000    0.045    0.045 __init__.py:106(<module>)
        1    0.000    0.000    0.001    0.001 tensor_pb2.py:4(<module>)
      163    0.000    0.000    0.000    0.000 descriptor.py:258(__new__)
        1    0.000    0.000    0.045    0.045 series.py:3(<module>)
        1    0.000    0.000    0.161    0.161 __init__.py:16(<module>)
        4    0.000    0.000    0.002    0.000 generic.py:6036(_add_numeric_operations)
        2    0.000    0.000    0.001    0.001 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cluster_pb2.py:4(<module>)
       52    0.000    0.000    0.000    0.000 contextlib.py:129(contextmanager)
        1    0.000    0.000    0.015    0.015 array_grad.py:16(<module>)
   121/59    0.000    0.000    0.002    0.000 pyparsing.py:3394(<listcomp>)
      105    0.000    0.000    0.000    0.000 inspect.py:536(_finddoc)
        1    0.000    0.000    0.101    0.101 groupby.py:1(<module>)
        1    0.000    0.000    0.000    0.000 variable_pb2.py:4(<module>)
       10    0.000    0.000    0.000    0.000 enum.py:855(<listcomp>)
       65    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.000    0.000 category.py:30(CategoricalIndex)
        1    0.000    0.000    0.000    0.000 rewriter_config_pb2.py:4(<module>)
        1    0.000    0.000    0.010    0.010 format.py:5(<module>)
      166    0.000    0.000    0.000    0.000 six.py:141(__init__)
       61    0.000    0.000    0.000    0.000 _make.py:1648(__init__)
      437    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1631(_ip_int_from_string)
        1    0.000    0.000    0.001    0.001 strings.py:1365(StringMethods)
      226    0.000    0.000    0.000    0.000 enum.py:20(_is_descriptor)
      268    0.000    0.000    0.000    0.000 enum.py:28(_is_dunder)
       33    0.000    0.000    0.001    0.000 generic.py:6327(_make_stat_function)
        1    0.000    0.000    0.000    0.000 expr.py:252(f)
     1219    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       18    0.000    0.000    0.007    0.000 _make.py:843(wrap)
        1    0.000    0.000    0.000    0.000 local.py:111(LocalPath)
        1    0.000    0.000    0.009    0.009 training.py:92(<module>)
       61    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:927(exec_module)
        4    0.000    0.000    0.000    0.000 numeric.py:2916(extend_all)
       52    0.000    0.000    0.000    0.000 pyparsing.py:2826(__str__)
       39    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
        1    0.000    0.000    0.000    0.000 device_attributes_pb2.py:4(<module>)
    77/62    0.000    0.000    0.000    0.000 pyparsing.py:3434(__str__)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 debug_pb2.py:4(<module>)
       43    0.000    0.000    0.000    0.000 _make.py:70(attrib)
       10    0.000    0.000    0.001    0.000 _make.py:945(_make_hash)
      210    0.000    0.000    0.057    0.000 re.py:231(compile)
      268    0.000    0.000    0.000    0.000 enum.py:36(_is_sunder)
      669    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      112    0.000    0.000    0.000    0.000 {method 'finditer' of '_sre.SRE_Pattern' objects}
       19    0.000    0.000    0.001    0.000 _make.py:222(_make_attr_tuple_class)
       14    0.000    0.000    0.000    0.000 colors.py:151(_to_rgba_no_colorcycle)
      339    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
     1232    0.000    0.000    0.000    0.000 __init__.py:2062(__bool__)
       31    0.000    0.000    0.000    0.000 version.py:307(parse)
       11    0.000    0.000    0.000    0.000 enum.py:837(_decompose)
      242    0.000    0.000    0.000    0.000 types.py:135(__get__)
        1    0.000    0.000    0.018    0.018 generic.py:2(<module>)
        1    0.000    0.000    0.001    0.001 base.py:99(Index)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        6    0.000    0.000    0.000    0.000 getlimits.py:65(__init__)
        1    0.000    0.000    0.000    0.000 beta.py:48(Beta)
       45    0.000    0.000    0.003    0.000 tf_inspect.py:99(getmembers)
       54    0.000    0.000    0.000    0.000 pyparsing.py:2833(__str__)
        2    0.000    0.000    0.203    0.102 __init__.py:5(<module>)
      170    0.000    0.000    0.000    0.000 pyparsing.py:3439(<genexpr>)
      372    0.000    0.000    0.000    0.000 __init__.py:189(bind_method)
        1    0.000    0.000    0.000    0.000 <string>:5(FixedLenFeature)
        1    0.000    0.000    0.000    0.000 __init__.py:272(<listcomp>)
       90    0.000    0.000    0.000    0.000 pyparsing.py:1190(setName)
     20/3    0.000    0.000    0.001    0.000 pyparsing.py:3397(parseImpl)
    87/79    0.000    0.000    0.000    0.000 pyparsing.py:3576(__str__)
        4    0.000    0.000    0.000    0.000 inspect.py:1082(getfullargspec)
        1    0.000    0.000    0.002    0.002 socket.py:47(<module>)
      337    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
       52    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 tensor_shape_pb2.py:4(<module>)
      137    0.000    0.000    0.000    0.000 rcsetup.py:122(validate_bool)
      266    0.000    0.000    0.000    0.000 pyparsing.py:3270(<genexpr>)
       71    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 interval.py:1(<module>)
       29    0.000    0.000    0.000    0.000 getlimits.py:507(__init__)
        1    0.000    0.000    0.021    0.021 nn_grad.py:15(<module>)
        1    0.000    0.000    0.002    0.002 node_def_pb2.py:4(<module>)
       48    0.000    0.000    0.000    0.000 pyparsing.py:3540(__init__)
      336    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
        1    0.000    0.000    0.000    0.000 offsets.py:2692(Tick)
        5    0.000    0.000    0.000    0.000 mock.py:284(_delegating_property)
        1    0.000    0.000    0.001    0.001 decoder.py:79(<module>)
       40    0.000    0.000    0.000    0.000 pyparsing.py:2815(parseImpl)
       75    0.000    0.000    0.000    0.000 __init__.py:2346(yield_lines)
       13    0.000    0.000    0.004    0.000 enum.py:602(_convert)
      106    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       30    0.000    0.000    0.000    0.000 ops.py:648(_arith_method_SERIES)
       52    0.000    0.000    0.000    0.000 tf_decorator.py:66(make_decorator)
        1    0.000    0.000    0.004    0.004 pyparsing.py:5428(pyparsing_common)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.002    0.002 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:345(_Pickler)
        1    0.000    0.000    0.006    0.006 pyparsing.py:5399(pyparsing_common)
      216    0.000    0.000    0.000    0.000 ntpath.py:33(_get_bothseps)
        1    0.000    0.000    0.001    0.001 subprocess.py:1208(_execute_child)
      379    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
      337    0.000    0.000    0.000    0.000 ops.py:145(<genexpr>)
        1    0.000    0.000    0.015    0.015 config_init.py:11(<module>)
        1    0.000    0.000    0.000    0.000 saver_pb2.py:4(<module>)
        1    0.000    0.000    0.002    0.002 pytables.py:4(<module>)
      128    0.000    0.000    0.000    0.000 colors.py:107(_is_nth_color)
      308    0.000    0.000    0.000    0.000 pyparsing.py:2061(setWhitespaceChars)
        1    0.000    0.000    0.028    0.028 requirements.py:4(<module>)
        4    0.000    0.000    0.000    0.000 inspect.py:2095(_signature_from_function)
